object_name,object_id,norad_id,object_type,ops_status,owner,launch_date,launch_site,decay_date,period_minutes,inclination_degrees,apogee_km,perigee_km,rcs,data_status,orbit_center,orbit_type,orbit_class,users,purpose,source,category
THOR ABLESTAR DEB,1961-015GC,543,DEB,,US,1961-06-29,AFETR,,105.17,67.03,1056.0,949.0,0.0399,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015GD,544,DEB,,US,1961-06-29,AFETR,,106.19,66.87,1188.0,912.0,0.055,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015GE,545,DEB,,US,1961-06-29,AFETR,,105.04,67.23,1112.0,881.0,0.0558,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015GH,548,DEB,,US,1961-06-29,AFETR,,97.61,66.67,718.0,571.0,0.0268,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015GJ,549,DEB,,US,1961-06-29,AFETR,,107.75,66.69,1279.0,966.0,0.0688,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015GM,552,DEB,,US,1961-06-29,AFETR,,102.92,67.74,966.0,828.0,0.0338,,EA,ORB,LEO,,,left_only,Debris
SYNCOM 1,1963-004A,553,PAY,-,US,1963-02-14,AFETR,,1236.22,27.04,34819.0,28736.0,0.0339,,EA,ORB,MEO,,,left_only,Inactive Satellite
THOR ABLESTAR DEB,1961-015GQ,558,DEB,,US,1961-06-29,AFETR,,111.93,65.7,1677.0,954.0,0.0427,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015GR,559,DEB,,US,1961-06-29,AFETR,,97.91,66.6,695.0,623.0,0.0078,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015GS,560,DEB,,US,1961-06-29,AFETR,,105.96,67.16,1264.0,815.0,0.029,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015GT,561,DEB,,US,1961-06-29,AFETR,,116.0,67.75,1994.0,1008.0,0.1011,,EA,ORB,LEO,,,left_only,Debris
LUNA 4,1963-008B,566,PAY,,CIS,1963-04-02,TYMSC,,,,,,,,EM,ORB,Unknown,,,left_only,Inactive Satellite
TELSTAR 2 (A-41),1963-013A,573,PAY,,US,1963-05-07,AFETR,,225.26,42.75,10807.0,964.0,0.476,,EA,ORB,MEO,,,left_only,Inactive Satellite
MIDAS 6 (FTV 1169),1963-014A,574,PAY,,US,1963-05-09,AFWTR,,166.42,87.34,3675.0,3613.0,10.0295,,EA,ORB,MEO,,,left_only,Inactive Satellite
DELTA 1 R/B,1963-013B,575,R/B,,US,1963-05-07,AFETR,,224.91,42.76,10783.0,963.0,0.4444,,EA,ORB,MEO,,,left_only,Rocket Body
DASH 1,1963-014D,589,PAY,,US,1963-05-09,AFWTR,,166.35,87.34,3712.0,3571.0,1.0326,,EA,ORB,MEO,,,left_only,Inactive Satellite
WESTFORD NEEDLES,1963-014E,602,DEB,,US,1963-05-09,AFWTR,,166.04,87.35,3650.0,3608.0,0.5152,,EA,ORB,MEO,,,left_only,Debris
ERS 6,1963-014C,608,PAY,,US,1963-05-09,AFWTR,,166.42,87.34,3677.0,3611.0,0.7286,,EA,ORB,MEO,,,left_only,Inactive Satellite
MIDAS 7/ERS 10,1963-030A,622,PAY,,US,1963-07-19,AFWTR,,167.85,88.43,3732.0,3670.0,8.6031,,EA,ORB,MEO,,,left_only,Inactive Satellite
WESTFORD NEEDLES,1963-014F,628,DEB,,US,1963-05-09,AFWTR,,166.79,87.33,3676.0,3641.0,0.4595,,EA,ORB,MEO,,,left_only,Debris
WESTFORD NEEDLES,1963-014G,629,DEB,,US,1963-05-09,AFWTR,,166.37,87.34,3691.0,3593.0,1.0664,,EA,ORB,MEO,,,left_only,Debris
ATLAS AGENA B DEB,1963-030C,630,DEB,,US,1963-07-19,AFWTR,,167.47,88.44,3743.0,3629.0,0.5078,,EA,ORB,MEO,,,left_only,Debris
ATLAS AGENA B DEB,1963-030E,631,DEB,,US,1963-07-19,AFWTR,,168.25,88.42,3879.0,3555.0,0.4979,,EA,ORB,MEO,,,left_only,Debris
SYNCOM 2 (A 26),1963-031A,634,PAY,-,US,1963-07-26,AFETR,,1436.39,30.32,35819.0,35765.0,2.1538,,EA,ORB,GEO,,,left_only,Inactive Satellite
ERS 9,1963-030B,635,PAY,,US,1963-07-19,AFWTR,,167.84,88.42,3746.0,3656.0,0.0859,,EA,ORB,MEO,,,left_only,Inactive Satellite
THOR ABLESTAR DEB,1961-015GU,643,DEB,,US,1961-06-29,AFETR,,107.75,66.37,1362.0,883.0,0.0555,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015GV,644,DEB,,US,1961-06-29,AFETR,,105.79,67.1,1137.0,926.0,0.0523,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015GW,645,DEB,,US,1961-06-29,AFETR,,110.36,66.58,1559.0,928.0,0.0623,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015GZ,648,DEB,,US,1961-06-29,AFETR,,105.92,65.87,1190.0,885.0,0.072,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015HA,649,DEB,,US,1961-06-29,AFETR,,113.81,66.27,1832.0,970.0,0.0734,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015HD,652,DEB,,US,1961-06-29,AFETR,,101.54,66.71,879.0,784.0,0.0155,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015HE,653,DEB,,US,1961-06-29,AFETR,,105.1,67.45,1112.0,886.0,0.0584,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015HG,655,DEB,,US,1961-06-29,AFETR,,109.97,67.26,1501.0,950.0,0.0102,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015HH,656,DEB,,US,1961-06-29,AFETR,,113.15,66.29,1883.0,860.0,0.0189,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015HJ,657,DEB,,US,1961-06-29,AFETR,,109.77,66.26,1467.0,965.0,0.0749,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015HK,658,DEB,,US,1961-06-29,AFETR,,107.34,65.86,1371.0,836.0,0.086,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015HL,659,DEB,,US,1961-06-29,AFETR,,113.68,67.16,1848.0,942.0,0.0565,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1961-015HM,660,DEB,,US,1961-06-29,AFETR,,95.49,66.5,556.0,528.0,0.0072,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR R/B,1963-038A,669,R/B,,US,1963-09-28,AFWTR,,106.97,89.98,1106.0,1068.0,3.2528,,EA,ORB,LEO,,,left_only,Rocket Body
TRANSIT 5B-1,1963-038B,670,PAY,,US,1963-09-28,AFWTR,,107.09,89.97,1124.0,1060.0,0.7391,,EA,ORB,LEO,,,left_only,Inactive Satellite
RADIATION SAT (5E-1),1963-038C,671,PAY,,US,1963-09-28,AFWTR,,107.05,89.97,1121.0,1059.0,1.5705,,EA,ORB,LEO,,,left_only,Inactive Satellite
THOR ABLESTAR DEB,1963-038D,672,DEB,,US,1963-09-28,AFWTR,,105.22,89.99,1023.0,986.0,0.0299,,EA,ORB,LEO,,,left_only,Debris
VELA 2,1963-039A,674,PAY,,US,1963-10-17,AFETR,,6488.75,46.92,167187.0,50536.0,0.003,,EA,ORB,High Elliptical / Deep,,,left_only,Inactive Satellite
VELA 1,1963-039C,692,PAY,,US,1963-10-17,AFETR,,6531.74,27.98,173941.0,44798.0,2.0,,EA,ORB,High Elliptical / Deep,,,left_only,Inactive Satellite
ATLAS CENTAUR 2,1963-047A,694,PAY,,US,1963-11-27,AFETR,,101.99,30.36,1250.0,456.0,6.388,,EA,ORB,LEO,,,left_only,Inactive Satellite
ATLAS CENTAUR 2 DEB,1963-047D,698,DEB,,US,1963-11-27,AFETR,,104.8,29.93,1375.0,595.0,0.2996,,EA,ORB,LEO,,,left_only,Debris
ATLAS CENTAUR 2 DEB,1963-047F,700,DEB,,US,1963-11-27,AFETR,,107.45,30.48,1646.0,571.0,0.4914,,EA,ORB,LEO,,,left_only,Debris
ATLAS CENTAUR 2 DEB,1963-047G,701,DEB,,US,1963-11-27,AFETR,,104.13,30.01,1324.0,583.0,0.522,,EA,ORB,LEO,,,left_only,Debris
WESTFORD NEEDLES,1963-014H,702,DEB,,US,1963-05-09,AFWTR,,166.35,87.35,3749.0,3533.0,0.8261,,EA,ORB,MEO,,,left_only,Debris
THOR ABLESTAR R/B,1963-049A,703,R/B,,US,1963-12-05,AFWTR,,106.67,89.92,1084.0,1060.0,3.3116,,EA,ORB,LEO,,,left_only,Rocket Body
TRANSIT 5B-2,1963-049B,704,PAY,,US,1963-12-05,AFWTR,,106.9,89.92,1110.0,1056.0,1.1223,,EA,ORB,LEO,,,left_only,Inactive Satellite
TRANSIT 5E-3,1963-049C,705,PAY,,US,1963-12-05,AFWTR,,106.85,89.92,1106.0,1056.0,1.2861,,EA,ORB,LEO,,,left_only,Inactive Satellite
THOR ABLESTAR DEB,1963-049D,706,DEB,,US,1963-12-05,AFWTR,,106.15,89.91,1069.0,1027.0,0.0541,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1963-049E,715,DEB,,US,1963-12-05,AFWTR,,104.7,89.91,1001.0,960.0,0.0166,,EA,ORB,LEO,,,left_only,Debris
TIROS 8,1963-054A,716,PAY,-,US,1963-12-21,AFETR,,97.76,58.49,671.0,632.0,0.7475,,EA,ORB,LEO,,,left_only,Inactive Satellite
DELTA 1 DEB,1963-054C,720,DEB,,US,1963-12-21,AFETR,,99.28,58.47,797.0,651.0,0.0453,,EA,ORB,LEO,,,left_only,Debris
SCOUT X-4 R/B,1963-053B,721,R/B,,US,1963-12-19,AFWTR,,114.74,78.6,2295.0,592.0,0.6627,,EA,ORB,LEO,,,left_only,Rocket Body
THOR AGENA D R/B,1964-001A,727,R/B,,US,1964-01-11,AFWTR,,103.17,69.91,921.0,896.0,7.1944,,EA,ORB,LEO,,,left_only,Rocket Body
GGSE 1 (GGRS),1964-001B,728,PAY,,US,1964-01-11,AFWTR,,103.02,69.91,912.0,891.0,0.367,,EA,ORB,LEO,,,left_only,Inactive Satellite
SECOR 1B,1964-001C,729,PAY,,US,1964-01-11,AFWTR,,103.21,69.9,923.0,898.0,0.2342,,EA,ORB,LEO,,,left_only,Inactive Satellite
SOLRAD 7A,1964-001D,730,PAY,,US,1964-01-11,AFWTR,,103.15,69.91,920.0,896.0,0.4252,,EA,ORB,LEO,,,left_only,Inactive Satellite
GREB,1964-001E,731,PAY,,US,1964-01-11,AFWTR,,103.13,69.9,919.0,895.0,0.5096,,EA,ORB,LEO,,,left_only,Inactive Satellite
SCOUT X-4 DEB,1963-053H,732,DEB,,US,1963-12-19,AFWTR,,102.5,78.55,1176.0,578.0,0.055,,EA,ORB,LEO,,,left_only,Debris
THOR AGENA D R/B,1964-002A,733,R/B,,US,1964-01-19,AFWTR,,100.42,99.12,803.0,754.0,4.474,,EA,ORB,LEO,,,left_only,Rocket Body
OPS 3367 A,1964-002B,734,PAY,,US,1964-01-19,AFWTR,,100.72,98.97,803.0,783.0,0.3186,,EA,ORB,LEO,,,left_only,Inactive Satellite
OPS 3367 B,1964-002C,735,PAY,,US,1964-01-19,AFWTR,,100.8,98.98,809.0,784.0,0.3221,,EA,ORB,LEO,,,left_only,Inactive Satellite
RELAY 2,1964-003A,737,PAY,,US,1964-01-21,AFETR,,194.72,46.45,7639.0,1861.0,0.7637,,EA,ORB,MEO,,,left_only,Inactive Satellite
DELTA 1 R/B,1964-003B,738,R/B,,US,1964-01-21,AFETR,,194.77,46.45,7646.0,1858.0,0.5191,,EA,ORB,MEO,,,left_only,Rocket Body
ATLAS CENTAUR 2 DEB,1963-047H,739,DEB,,US,1963-11-27,AFETR,,103.96,30.42,1412.0,480.0,0.2872,,EA,ORB,LEO,,,left_only,Debris
THOR AGENA B R/B,1964-004B,741,R/B,,US,1964-01-25,AFWTR,,108.78,81.49,1299.0,1041.0,3.7857,,EA,ORB,LEO,,,left_only,Rocket Body
ECHO 2 DEB [METAL OBJ],1964-004C,742,DEB,,US,1964-01-25,AFWTR,,108.58,81.47,1290.0,1031.0,0.9107,,EA,ORB,LEO,,,left_only,Debris
ECHO 2 DEB [METAL OBJ],1964-004D,743,DEB,,US,1964-01-25,AFWTR,,108.53,81.52,1291.0,1026.0,0.96,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1963-038E,745,DEB,,US,1963-09-28,AFWTR,,106.23,89.99,1066.0,1038.0,0.06,,EA,ORB,LEO,,,left_only,Debris
ELEKTRON 1,1964-006A,746,PAY,,CIS,1964-01-30,TYMSC,,158.15,60.88,6207.0,412.0,2.7047,,EA,ORB,MEO,,,left_only,Inactive Satellite
ELEKTRON 1 DEB,1964-006C,750,DEB,,CIS,1964-01-30,TYMSC,,115.72,60.76,2594.0,382.0,0.1614,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR DEB,1963-049F,753,DEB,,US,1963-12-05,AFWTR,,106.28,89.91,1073.0,1036.0,0.0606,,EA,ORB,LEO,,,left_only,Debris
ZOND 1,1964-016D,785,PAY,,CIS,1964-04-02,TYMSC,,,,,,0.0091,NEA,SU,ORB,Unknown,,,left_only,Inactive Satellite
OPS 4412 (TRANSIT 9),1964-026A,801,PAY,,US,1964-06-04,AFWTR,,101.63,90.45,870.0,801.0,1.1986,,EA,ORB,LEO,,,left_only,Inactive Satellite
SCOUT X-4 DEB,1964-026B,805,DEB,,US,1964-06-04,AFWTR,,100.32,89.86,795.0,752.0,0.045,,EA,ORB,LEO,,,left_only,Debris
SCOUT X-4 R/B,1964-026D,809,R/B,,US,1964-06-04,AFWTR,,102.08,90.45,885.0,829.0,0.3358,,EA,ORB,LEO,,,left_only,Rocket Body
OPS 4467 A,1964-031A,812,PAY,,US,1964-06-18,AFWTR,,101.08,99.8,814.0,806.0,0.341,,EA,ORB,LEO,,,left_only,Inactive Satellite
OPS 4467 B,1964-031B,813,PAY,,US,1964-06-18,AFWTR,,101.15,99.8,816.0,810.0,0.3239,,EA,ORB,LEO,,,left_only,Inactive Satellite
THOR AGENA D R/B,1964-031C,815,R/B,,US,1964-06-18,AFWTR,,100.81,99.81,806.0,788.0,4.9753,,EA,ORB,LEO,,,left_only,Rocket Body
ELEKTRON 3,1964-038A,829,PAY,,CIS,1964-07-10,TYMSC,,156.38,60.82,6064.0,410.0,2.6808,,EA,ORB,MEO,,,left_only,Inactive Satellite
ELEKTRON 3 DEB,1964-038C,831,DEB,,CIS,1964-07-10,TYMSC,,112.85,60.68,2333.0,382.0,0.1404,,EA,ORB,LEO,,,left_only,Debris
OPS 3662 (VELA 3),1964-040A,836,PAY,,US,1964-07-17,AFETR,,6023.8,52.18,156013.0,50564.0,0.9885,,EA,ORB,High Elliptical / Deep,,,left_only,Inactive Satellite
OPS 3674 (VELA 4),1964-040B,837,PAY,,US,1964-07-17,AFETR,,6000.28,48.84,162750.0,43256.0,0.003,,EA,ORB,High Elliptical / Deep,,,left_only,Inactive Satellite
ATLAS AGENA B R/B,1964-041B,843,R/B,,US,1964-07-28,AFETR,,,,,,0.0112,NEA,EM,ORB,Unknown,,,left_only,Rocket Body
SYNCOM 3,1964-047A,858,PAY,-,US,1964-08-19,AFETR,,1435.05,6.58,35787.0,35745.0,2.5119,,EA,ORB,GEO,,,left_only,Inactive Satellite
DELTA 1 R/B,1964-047B,862,R/B,,US,1964-08-19,AFETR,,702.06,16.85,38415.0,1162.0,0.6552,,EA,ORB,MEO,,,left_only,Rocket Body
EXPLORER 20,1964-051A,870,PAY,,US,1964-08-25,AFWTR,,103.47,79.9,993.0,852.0,0.4927,,EA,ORB,LEO,,,left_only,Inactive Satellite
SCOUT X-4 R/B,1964-051B,871,R/B,,US,1964-08-25,AFWTR,,102.81,79.89,954.0,829.0,0.949,,EA,ORB,LEO,,,left_only,Rocket Body
COSMOS 44,1964-053A,876,PAY,,CIS,1964-08-28,TYMSC,,98.25,65.06,778.0,572.0,3.7615,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-3 R/B,1964-053B,877,R/B,,CIS,1964-08-28,TYMSC,,98.54,65.08,743.0,635.0,5.6361,,EA,ORB,LEO,,,left_only,Rocket Body
THOR ABLESTAR R/B,1964-063A,893,R/B,,US,1964-10-06,AFWTR,,106.17,90.23,1067.0,1031.0,3.3719,,EA,ORB,LEO,,,left_only,Rocket Body
OPS 5798 (TRANSIT 5B-4),1964-063B,897,PAY,,US,1964-10-06,AFWTR,,106.37,90.23,1072.0,1046.0,0.5248,,EA,ORB,LEO,,,left_only,Inactive Satellite
EXPLORER 22,1964-064A,899,PAY,,US,1964-10-10,AFWTR,,104.12,79.69,1040.0,866.0,1.423,,EA,ORB,LEO,,,left_only,Inactive Satellite
CALSPHERE 1,1964-063C,900,PAY,+,US,1964-10-06,AFWTR,,104.62,90.22,996.0,957.0,0.051,,EA,ORB,LEO,,,left_only,Inactive Satellite
OPS 5798 DEB,1964-063D,901,DEB,,US,1964-10-06,AFWTR,,106.26,90.23,1067.0,1040.0,1.191,,EA,ORB,LEO,,,left_only,Debris
CALSPHERE 2,1964-063E,902,PAY,+,US,1964-10-06,AFWTR,,106.44,90.23,1075.0,1049.0,0.0457,,EA,ORB,LEO,,,left_only,Inactive Satellite
OPS 5798 DEB,1964-063F,903,DEB,,US,1964-10-06,AFWTR,,104.31,90.22,978.0,946.0,0.0158,,EA,ORB,LEO,,,left_only,Debris
SCOUT X-4 R/B,1964-064B,907,R/B,,US,1964-10-10,AFWTR,,104.28,79.69,1049.0,872.0,0.4375,,EA,ORB,LEO,,,left_only,Rocket Body
MARINER 3,1964-073A,923,PAY,,US,1964-11-05,AFETR,,,,,,,NEA,SU,ORB,Unknown,,,left_only,Inactive Satellite
EXPLORER 25 (INJUN 4),1964-076B,932,PAY,,US,1964-11-21,AFWTR,,113.65,81.34,2264.0,525.0,0.4829,,EA,ORB,LEO,,,left_only,Inactive Satellite
SCOUT X-4 R/B,1964-076C,933,R/B,,US,1964-11-21,AFWTR,,112.31,81.34,2144.0,522.0,0.5298,,EA,ORB,LEO,,,left_only,Rocket Body
MARINER 4,1964-077A,938,PAY,,US,1964-11-28,AFETR,,,,,,,NEA,SU,ORB,Unknown,,,left_only,Inactive Satellite
ATLAS AGENA D R/B,1964-077B,942,R/B,,US,1964-11-28,AFETR,,,,,,,NEA,SU,ORB,Unknown,,,left_only,Rocket Body
ZOND 2,1964-078C,945,PAY,,CIS,1964-11-30,TYMSC,,,,,,,NEA,SU,ORB,Unknown,,,left_only,Inactive Satellite
THOR ABLESTAR R/B,1964-083A,953,R/B,,US,1964-12-13,AFWTR,,105.97,90.03,1064.0,1016.0,3.3725,,EA,ORB,LEO,,,left_only,Rocket Body
THOR ABLESTAR DEB,1964-083B,956,DEB,,US,1964-12-13,AFWTR,,105.3,89.93,1027.0,991.0,0.0711,,EA,ORB,LEO,,,left_only,Debris
OPS 6582 (TRANSIT 5E-5),1964-083C,959,PAY,,US,1964-12-13,AFWTR,,105.69,90.0,1059.0,995.0,1.4284,,EA,ORB,LEO,,,left_only,Inactive Satellite
OPS 6582 (TRANSIT 5B-5),1964-083D,965,PAY,,US,1964-12-13,AFWTR,,106.12,90.07,1078.0,1015.0,1.0078,,EA,ORB,LEO,,,left_only,Inactive Satellite
THOR ABLESTAR DEB,1964-083F,967,DEB,,US,1964-12-13,AFWTR,,105.31,89.95,1026.0,992.0,0.0609,,EA,ORB,LEO,,,left_only,Debris
SCOUT X-4 DEB,1964-064C,976,DEB,,US,1964-10-10,AFWTR,,102.28,79.31,950.0,782.0,0.0456,,EA,ORB,LEO,,,left_only,Debris
SCOUT X-4 DEB,1964-064D,977,DEB,,US,1964-10-10,AFWTR,,104.42,80.05,1059.0,875.0,0.051,,EA,ORB,LEO,,,left_only,Debris
TIROS 9,1965-004A,978,PAY,-,US,1965-01-22,AFETR,,118.9,96.4,2559.0,704.0,0.761,,EA,ORB,LEO,,,left_only,Inactive Satellite
DELTA 1 R/B,1965-004B,979,R/B,,US,1965-01-22,AFETR,,118.47,96.43,2521.0,703.0,0.469,,EA,ORB,LEO,,,left_only,Rocket Body
TITAN 3A DEB [TRUSS],1965-008B,1000,DEB,,US,1965-02-11,AFETR,,145.62,32.15,2801.0,2780.0,3.0959,,EA,ORB,MEO,,,left_only,Debris
TITAN 3A TRANSTAGE R/B,1965-008A,1001,R/B,,US,1965-02-11,AFETR,,145.35,32.14,2795.0,2763.0,10.6452,,EA,ORB,MEO,,,left_only,Rocket Body
LES-1,1965-008C,1002,PAY,,US,1965-02-11,AFETR,,145.7,32.15,2808.0,2780.0,0.6539,,EA,ORB,MEO,,,left_only,Inactive Satellite
ATLAS AGENA B R/B,1965-010B,1087,R/B,,US,1965-02-17,AFETR,,,,,,0.0087,NEA,EM,ORB,Unknown,,,left_only,Rocket Body
THOR ABLESTAR DEB,1964-083G,1099,DEB,,US,1964-12-13,AFWTR,,105.67,89.82,1055.0,996.0,0.5092,,EA,ORB,LEO,,,left_only,Debris
SECOR 3,1965-016E,1208,PAY,,US,1965-03-09,AFWTR,,103.15,70.08,924.0,891.0,0.1934,,EA,ORB,LEO,,,left_only,Inactive Satellite
GGSE 2,1965-016B,1244,PAY,,US,1965-03-09,AFWTR,,103.14,70.08,924.0,890.0,0.4709,,EA,ORB,LEO,,,left_only,Inactive Satellite
THOR AGENA D R/B,1965-016J,1245,R/B,,US,1965-03-09,AFWTR,,103.03,70.08,920.0,884.0,4.9113,,EA,ORB,LEO,,,left_only,Rocket Body
OPS 4988 (GREB 6),1965-016A,1271,PAY,,US,1965-03-09,AFWTR,,103.11,70.08,923.0,888.0,0.5652,,EA,ORB,LEO,,,left_only,Inactive Satellite
PORCUPINE 1,1965-016H,1272,PAY,,US,1965-03-09,AFWTR,,103.26,70.08,930.0,896.0,0.2365,,EA,ORB,LEO,,,left_only,Inactive Satellite
SOLRAD 7B,1965-016D,1291,PAY,,US,1965-03-09,AFWTR,,103.23,70.08,928.0,895.0,0.4786,,EA,ORB,LEO,,,left_only,Inactive Satellite
GGSE 3,1965-016C,1292,PAY,,US,1965-03-09,AFWTR,,102.75,70.08,902.0,875.0,0.7141,,EA,ORB,LEO,,,left_only,Inactive Satellite
OSCAR 3 (OSCAR III),1965-016F,1293,PAY,-,US,1965-03-09,AFWTR,,102.25,70.07,878.0,852.0,0.2142,,EA,ORB,LEO,,,left_only,Inactive Satellite
ATLAS AGENA B R/B,1965-023B,1298,R/B,,US,1965-03-21,AFETR,,,,,,0.0045,NEA,SU,ORB,Unknown,,,left_only,Rocket Body
DELTA 1 DEB,1965-004C,1312,DEB,,US,1965-01-22,AFETR,,117.24,96.36,2443.0,671.0,0.0488,,EA,ORB,LEO,,,left_only,Debris
DELTA 1 DEB,1965-004D,1313,DEB,,US,1965-01-22,AFETR,,119.92,96.41,2622.0,732.0,0.0505,,EA,ORB,LEO,,,left_only,Debris
OPS 4682 (SNAPSHOT),1965-027A,1314,PAY,,US,1965-04-03,AFWTR,,111.47,90.24,1317.0,1272.0,5.3791,,EA,ORB,LEO,,,left_only,Inactive Satellite
SECOR 4 (EGRS 4),1965-027B,1315,PAY,,US,1965-04-03,AFWTR,,111.4,90.24,1314.0,1268.0,0.172,,EA,ORB,LEO,,,left_only,Inactive Satellite
OPS 4682 DEB,1965-027C,1316,DEB,,US,1965-04-03,AFWTR,,108.9,90.26,1201.0,1151.0,0.676,,EA,ORB,LEO,,,left_only,Debris
INTELSAT 1-F1,1965-028A,1317,PAY,-,ITSO,1965-04-06,AFETR,,1437.17,6.77,35839.0,35776.0,0.7943,,EA,ORB,GEO,,,left_only,Inactive Satellite
DELTA 1 R/B(2),1965-028B,1318,R/B,,US,1965-04-06,AFETR,,679.81,17.94,36984.0,1481.0,0.7515,,EA,ORB,MEO,,,left_only,Rocket Body
EXPLORER 27,1965-032A,1328,PAY,,US,1965-04-29,WLPIS,,107.55,41.19,1295.0,931.0,2.0809,,EA,ORB,LEO,,,left_only,Inactive Satellite
SL-8 DEB,1965-020E,1335,DEB,,CIS,1965-03-15,TYMSC,,103.83,56.08,1324.0,555.0,0.251,,EA,ORB,LEO,,,left_only,Debris
SCOUT X-4 R/B,1965-032B,1358,R/B,,US,1965-04-29,WLPIS,,107.6,41.19,1298.0,933.0,0.4308,,EA,ORB,LEO,,,left_only,Rocket Body
TITAN 3A TRANSTAGE R/B,1965-034A,1359,R/B,,US,1965-05-06,AFETR,,157.01,32.12,3741.0,2785.0,15.0902,,EA,ORB,MEO,,,left_only,Rocket Body
LES-2,1965-034B,1360,PAY,,US,1965-05-06,AFETR,,309.79,32.11,14805.0,2771.0,0.5817,,EA,ORB,MEO,,,left_only,Inactive Satellite
LCS 1,1965-034C,1361,PAY,+,US,1965-05-06,AFETR,,145.56,32.14,2800.0,2775.0,0.8083,,EA,ORB,MEO,,,left_only,Inactive Satellite
OPS 4682 DEB,1965-027D,1389,DEB,,US,1965-04-03,AFWTR,,109.54,89.86,1224.0,1187.0,0.6387,,EA,ORB,LEO,,,left_only,Debris
SL-8 DEB,1965-020AH,1392,DEB,,CIS,1965-03-15,TYMSC,,95.48,55.86,653.0,431.0,0.1869,,EA,ORB,LEO,,,left_only,Debris
LUNIK 6,1965-044A,1393,PAY,,CIS,1965-06-08,TYMSC,,,,,,,NEA,SU,ORB,Unknown,,,left_only,Inactive Satellite
OPS 4682 DEB,1965-027E,1399,DEB,,US,1965-04-03,AFWTR,,110.78,90.26,1269.0,1256.0,0.0108,,EA,ORB,LEO,,,left_only,Debris
OPS 8480 (TRANSIT 5B-6),1965-048A,1420,PAY,,US,1965-06-24,AFWTR,,106.52,89.88,1120.0,1011.0,1.4843,,EA,ORB,LEO,,,left_only,Inactive Satellite
THOR ABLESTAR DEB,1965-048C,1425,DEB,,US,1965-06-24,AFWTR,,106.75,89.88,1130.0,1022.0,0.5482,,EA,ORB,LEO,,,left_only,Debris
THOR ABLESTAR R/B,1965-048B,1428,R/B,,US,1965-06-24,AFWTR,,106.46,89.88,1103.0,1021.0,3.3749,,EA,ORB,LEO,,,left_only,Rocket Body
TIROS 10,1965-051A,1430,PAY,-,US,1965-07-02,AFETR,,99.89,98.49,793.0,714.0,0.7788,,EA,ORB,LEO,,,left_only,Inactive Satellite
DELTA 1 R/B,1965-051B,1433,R/B,,US,1965-07-02,AFETR,,98.47,98.55,714.0,658.0,0.5702,,EA,ORB,LEO,,,left_only,Rocket Body
THOR ABLESTAR DEB,1965-048D,1435,DEB,,US,1965-06-24,AFWTR,,104.87,89.89,1032.0,944.0,0.018,,EA,ORB,LEO,,,left_only,Debris
ZOND 3,1965-056A,1454,PAY,,CIS,1965-07-18,TYMSC,,,,,,,NEA,SU,ORB,Unknown,,,left_only,Inactive Satellite
OPS 6577 (VELA 5),1965-058A,1458,PAY,,US,1965-07-20,AFETR,,6736.35,27.22,171136.0,52413.0,0.003,,EA,ORB,High Elliptical / Deep,,,left_only,Inactive Satellite
OPS 6564 (VELA 6),1965-058B,1459,PAY,,US,1965-07-20,AFETR,,6737.25,41.15,168356.0,55214.0,0.003,,EA,ORB,High Elliptical / Deep,,,left_only,Inactive Satellite
SL-8 DEB,1965-020BB,1477,DEB,,CIS,1965-03-15,TYMSC,,110.82,55.49,1713.0,816.0,0.1066,,EA,ORB,LEO,,,left_only,Debris
